No,year,month,day,hour,season,PM_Jingan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
39377,2014,6,29,16,2,150,18,48.69,1006,30,SW,29,0,0
39378,2014,6,29,17,2,142,18,51.57,1006,29,SW,32,0,0
39379,2014,6,29,18,2,99,19,58.17,1006,28,SW,36,0,0
39380,2014,6,29,19,2,88,20,69.6,1007,26,SW,40,0,0
39381,2014,6,29,20,2,91,19,65.41,1007,26,SW,44,0,0
39382,2014,6,29,21,2,117,20,73.84,1008,25,SW,48,0,0
39383,2014,6,29,22,2,96,20,73.84,1009,25,SW,52,0,0
39384,2014,6,29,23,2,97,19,69.4,1009,25,SW,55,0,0
39385,2014,6,30,0,2,88,19,69.4,1008,25,SE,3,0,0
39386,2014,6,30,1,2,75,20,78.39,1008,24,SE,5,0,0
39387,2014,6,30,2,2,73,20,78.39,1009,24,SW,2,0,0
39388,2014,6,30,3,2,73,20,78.39,1009,24,cv,1,0.1,0.1
39389,2014,6,30,4,2,75,21,83.37,1009,24,NE,2,0,0
39390,2014,6,30,5,2,73,21,83.37,1009,24,SE,2,0.2,0.2
39391,2014,6,30,6,2,72,21,83.37,1010,24,SW,2,0.3,0.5
39392,2014,6,30,7,2,76,21,88.54,1010,23,SW,5,0.4,0.9
39393,2014,6,30,8,2,91,20,83.25,1010,23,SW,9,0,0
39394,2014,6,30,9,2,84,18,69.2,1009,24,SW,15,0,0
39395,2014,6,30,10,2,52,16,57.44,1010,25,SW,20,0,0
39396,2014,6,30,11,2,42,14,44.89,1010,27,SW,23,0,0
39398,2014,6,30,13,2,34,13,39.67,1010,28,SW,32,0,0
39400,2014,6,30,15,2,33,15,50.78,1009,26,SW,41,0,0
39401,2014,6,30,16,2,42,16,57.44,1009,25,SW,46,0,0
39402,2014,6,30,17,2,66,17,64.98,1009,24,SE,4,0,0
39403,2014,6,30,18,2,84,18,73.5,1010,23,SW,5,0,0
39404,2014,6,30,19,2,88,19,78.24,1010,23,SW,9,0,0
39405,2014,6,30,20,2,80,19,78.24,1010,23,SW,12,0,0
39406,2014,6,30,21,2,69,19,78.24,1011,23,SE,3,0,0
39407,2014,6,30,22,2,59,18,73.5,1011,23,SW,3,0,0
39408,2014,6,30,23,2,52,18,73.5,1010,23,SE,2,0,0
39992,2014,7,25,7,2,15,24,78.97,998,28,SW,39,0,0
39993,2014,7,25,8,2,13,24,74.52,999,29,SW,50,0.3,0.3
39994,2014,7,25,9,2,16,25,83.82,1000,28,SW,58,0.1,0.4
39996,2014,7,25,11,2,29,25,83.82,1001,28,SW,76,0,0
39997,2014,7,25,12,2,29,25,79.11,1002,29,SW,84,0,0
39998,2014,7,25,13,2,37,25,74.69,1002,30,SW,91,0,0
39999,2014,7,25,14,2,39,25,70.54,1003,31,SW,97,0,0
40000,2014,7,25,15,2,62,25,66.66,1003,32,SW,104,0,0
40001,2014,7,25,16,2,72,25,66.66,1003,32,SW,109,0,0
40002,2014,7,25,17,2,68,25,70.54,1004,31,SW,114,0,0
40003,2014,7,25,18,2,62,26,74.85,1004,31,SW,118,0,0
40004,2014,7,25,19,2,74,25,74.69,1005,30,SW,122,0,0
40005,2014,7,25,20,2,86,25,74.69,1006,30,NW,2,0,0
40006,2014,7,25,21,2,77,24,74.52,1007,29,NW,7,0,0
40008,2014,7,25,23,2,109,24,74.52,1008,29,NE,6,0,0
40009,2014,7,26,0,2,85,22,66.04,1008,29,NE,9,0,0
40010,2014,7,26,1,2,88,23,74.35,1008,28,NE,11,0,0
40011,2014,7,26,2,2,102,23,74.35,1008,28,NE,14,0,0
40012,2014,7,26,3,2,117,24,83.71,1008,27,NE,16,0,0
40013,2014,7,26,4,2,114,23,74.35,1008,28,NE,20,0,0
40014,2014,7,26,5,2,115,23,74.35,1009,28,NE,22,0,0
40015,2014,7,26,6,2,108,23,74.35,1009,28,NE,24,0,0
40016,2014,7,26,7,2,97,23,70.17,1010,29,NE,26,0,0
40017,2014,7,26,8,2,90,23,70.17,1010,29,NE,28,0,0
40018,2014,7,26,9,2,92,23,66.25,1010,30,NE,30,0,0
40019,2014,7,26,10,2,86,24,70.36,1011,30,NE,33,0,0
40020,2014,7,26,11,2,95,24,66.45,1010,31,NE,36,0,0
40021,2014,7,26,12,2,91,25,66.66,1010,32,NE,40,0,0
40022,2014,7,26,13,2,92,24,59.36,1010,33,NE,42,0,0
40023,2014,7,26,14,2,91,24,59.36,1010,33,SE,4,0,0
40024,2014,7,26,15,2,83,25,70.54,1009,31,NE,5,0,0
40025,2014,7,26,16,2,92,25,70.54,1009,31,NE,9,0,0
40026,2014,7,26,17,2,101,24,70.36,1009,30,NE,13,0,0
40027,2014,7,26,18,2,105,25,79.11,1009,29,NE,17,0.1,0.1
40028,2014,7,26,19,2,115,24,78.97,1010,28,NE,20,0,0
40029,2014,7,26,20,2,118,24,78.97,1010,28,NE,24,0,0
40030,2014,7,26,21,2,120,24,78.97,1011,28,NE,28,0,0
40031,2014,7,26,22,2,98,24,78.97,1011,28,NE,31,0,0
40032,2014,7,26,23,2,77,24,83.71,1011,27,NE,34,0,0
40034,2014,7,27,1,2,68,24,83.71,1010,27,NE,38,0,0
40035,2014,7,27,2,2,54,24,78.97,1010,28,NE,40,0,0
40036,2014,7,27,3,2,62,25,88.86,1009,27,NE,41,0,0
40037,2014,7,27,4,2,56,25,88.86,1010,27,cv,1,0,0
40038,2014,7,27,5,2,56,25,88.86,1010,27,NE,1,0,0
40039,2014,7,27,6,2,64,25,88.86,1010,27,NE,3,0,0
40040,2014,7,27,7,2,75,25,83.82,1011,28,NE,5,0,0
40041,2014,7,27,8,2,72,25,83.82,1011,28,NE,8,0,0
40042,2014,7,27,9,2,79,25,79.11,1011,29,NE,11,0,0
40043,2014,7,27,10,2,63,26,79.25,1010,30,NE,14,0,0
40045,2014,7,27,12,2,60,26,70.73,1009,32,cv,4,0,0
40046,2014,7,27,13,2,58,26,66.86,1008,33,NE,3,0,0
40047,2014,7,27,14,2,52,26,66.86,1007,33,NE,9,0,0
40048,2014,7,27,15,2,44,25,63.01,1006,33,NE,15,0,0
40049,2014,7,27,16,2,35,25,74.69,1007,30,NE,19,0.3,0.3
40050,2014,7,27,17,2,83,25,83.82,1006,28,SW,4,0.2,0.5
40051,2014,7,27,18,2,43,25,88.86,1008,27,NW,5,10.6,11.1
40053,2014,7,27,20,2,23,24,100,1008,24,SE,1,2.7,16.8
40054,2014,7,27,21,2,12,24,94.2,1008,25,SE,3,0.7,17.5
40055,2014,7,27,22,2,22,23,94.16,1008,24,SW,3,0.1,17.6
40056,2014,7,27,23,2,20,23,94.16,1007,24,SW,5,0,0
40057,2014,7,28,0,2,15,23,94.16,1007,24,SW,8,0,0
40058,2014,7,28,1,2,16,23,94.16,1007,24,SW,12,0,0
40059,2014,7,28,2,2,26,23,94.16,1007,24,NW,2,0,0
40060,2014,7,28,3,2,33,23,88.7,1007,25,NW,4,0,0
40061,2014,7,28,4,2,41,24,94.2,1007,25,NW,6,0,0
40063,2014,7,28,6,2,55,24,94.2,1007,25,cv,0,0,0
40064,2014,7,28,7,2,48,24,88.78,1008,26,cv,0,0,0
40065,2014,7,28,8,2,48,24,83.71,1008,27,NE,2,0,0
40066,2014,7,28,9,2,40,24,78.97,1008,28,NW,3,0,0
40067,2014,7,28,10,2,37,23,70.17,1008,29,NE,2,0,0
40068,2014,7,28,11,2,38,23,66.25,1007,30,SW,3,0,0
40069,2014,7,28,12,2,43,24,62.79,1006,32,cv,2,0,0
40070,2014,7,28,13,2,43,24,59.36,1006,33,SW,2,0,0
40071,2014,7,28,14,2,55,23,55.89,1005,33,NW,2,0,0
40073,2014,7,28,16,2,67,23,55.89,1004,33,NW,7,0,0
40074,2014,7,28,17,2,81,24,62.79,1004,32,NE,4,0,0
40075,2014,7,28,18,2,83,25,70.54,1004,31,NE,8,0,0
40076,2014,7,28,19,2,94,25,74.69,1005,30,SE,4,0,0
40077,2014,7,28,20,2,104,25,79.11,1005,29,SE,8,0,0
40078,2014,7,28,21,2,90,25,79.11,1006,29,SE,12,0,0
40079,2014,7,28,22,2,73,25,83.82,1006,28,SE,15,0,0
40080,2014,7,28,23,2,56,24,78.97,1005,28,SE,18,0,0
40082,2014,7,29,1,2,58,25,83.82,1005,28,SE,24,0,0
40083,2014,7,29,2,2,62,25,83.82,1006,28,SE,27,0,0
40084,2014,7,29,3,2,61,25,83.82,1006,28,SE,30,0,0
40085,2014,7,29,4,2,60,25,83.82,1006,28,SE,33,0,0
40086,2014,7,29,5,2,45,25,88.86,1006,27,SE,36,0,0
40087,2014,7,29,6,2,43,25,88.86,1007,27,SE,39,0,0
40088,2014,7,29,7,2,31,25,83.82,1007,28,SE,42,0,0
40089,2014,7,29,8,2,43,25,79.11,1007,29,SE,45,0,0
40090,2014,7,29,9,2,47,25,70.54,1007,31,SE,48,0,0
40091,2014,7,29,10,2,57,25,66.66,1007,32,SE,51,0,0
40092,2014,7,29,11,2,61,25,66.66,1006,32,SW,3,0,0
40093,2014,7,29,12,2,57,25,59.59,1006,34,SW,8,0,0
40094,2014,7,29,13,2,51,25,59.59,1005,34,SE,5,0,0
40095,2014,7,29,14,2,44,24,56.14,1005,34,SW,6,0,0
40096,2014,7,29,15,2,34,24,56.14,1005,34,SW,12,0,0
40097,2014,7,29,16,2,40,23,52.86,1005,34,SW,18,0,0
40098,2014,7,29,17,2,31,25,63.01,1004,33,SE,5,0,0
40099,2014,7,29,18,2,29,25,66.66,1005,32,SE,10,0,0
40100,2014,7,29,19,2,19,24,66.45,1005,31,SE,17,0,0
40101,2014,7,29,20,2,22,24,70.36,1006,30,SE,23,0,0
40102,2014,7,29,21,2,21,25,74.69,1006,30,SE,30,0,0
40103,2014,7,29,22,2,25,25,79.11,1006,29,SE,36,0,0
40104,2014,7,29,23,2,15,25,79.11,1007,29,SE,43,0,0
40105,2014,7,30,0,2,21,25,79.11,1007,29,SE,49,0,0
40106,2014,7,30,1,2,17,25,83.82,1006,28,SE,55,0,0
40107,2014,7,30,2,2,19,25,83.82,1006,28,SE,62,0,0
40108,2014,7,30,3,2,16,25,83.82,1006,28,SE,68,0,0
40109,2014,7,30,4,2,17,25,83.82,1006,28,SE,73,0,0
40110,2014,7,30,5,2,12,25,83.82,1006,28,SE,78,0,0
40111,2014,7,30,6,2,11,26,88.94,1007,28,SE,82,0,0
40112,2014,7,30,7,2,11,25,79.11,1007,29,SE,87,0,0
40113,2014,7,30,8,2,17,25,74.69,1007,30,SE,92,0,0
40115,2014,7,30,10,2,11,25,63.01,1007,33,SW,5,0,0
40118,2014,7,30,13,2,17,25,59.59,1006,34,SW,5,0,0
40119,2014,7,30,14,2,25,24,53.11,1005,35,SW,10,0,0
40120,2014,7,30,15,2,29,24,56.14,1005,34,SE,6,0,0
40121,2014,7,30,16,2,28,24,56.14,1004,34,SE,12,0,0
40122,2014,7,30,17,2,26,25,63.01,1004,33,SE,17,0,0
40123,2014,7,30,18,2,30,24,62.79,1004,32,SE,23,0,0
40124,2014,7,30,19,2,32,25,70.54,1005,31,SE,28,0,0
40125,2014,7,30,20,2,29,25,74.69,1005,30,SE,33,0,0
40126,2014,7,30,21,2,28,25,74.69,1005,30,SE,38,0,0
40127,2014,7,30,22,2,22,26,83.94,1006,29,SE,43,0,0
40128,2014,7,30,23,2,21,26,83.94,1006,29,SE,47,0,0
40130,2014,7,31,1,2,17,26,83.94,1005,29,SE,55,0,0
40131,2014,7,31,2,2,14,26,83.94,1005,29,NE,4,0,0
40133,2014,7,31,4,2,13,26,83.94,1005,29,SE,10,0,0
40134,2014,7,31,5,2,9,26,83.94,1005,29,NE,4,0,0
40135,2014,7,31,6,2,9,26,83.94,1005,29,SE,3,0,0
40137,2014,7,31,8,2,13,25,70.54,1004,31,NE,11,0,0
40138,2014,7,31,9,2,13,24,62.79,1004,32,NE,16,0,0
40139,2014,7,31,10,2,13,24,59.36,1004,33,NE,22,0,0
40140,2014,7,31,11,2,12,24,59.36,1004,33,NE,28,0,0
40141,2014,7,31,12,2,10,24,59.36,1004,33,NE,34,0,0
40142,2014,7,31,13,2,10,24,59.36,1003,33,NE,40,0,0
40143,2014,7,31,14,2,14,24,62.79,1003,32,NE,47,0,0
40144,2014,7,31,15,2,15,24,59.36,1002,33,NE,54,0,0
40146,2014,7,31,17,2,8,23,62.57,1002,31,NE,69,0,0
40147,2014,7,31,18,2,11,24,70.36,1002,30,NE,76,0,0
40148,2014,7,31,19,2,12,24,70.36,1002,30,NE,81,0,0
40149,2014,7,31,20,2,11,24,70.36,1002,30,NE,88,0,0
40150,2014,7,31,21,2,12,24,74.52,1002,29,NE,96,0,0
40151,2014,7,31,22,2,11,25,79.11,1002,29,NE,100,0.8,0.8
40152,2014,7,31,23,2,10,25,88.86,1002,27,NE,106,0,0
40153,2014,8,1,0,2,6,24,78.97,1001,28,NE,112,0.2,0.2
40154,2014,8,1,1,2,4,24,83.71,1000,27,NE,117,0,0
40155,2014,8,1,2,2,5,24,78.97,1000,28,NE,122,0.8,0.8
40156,2014,8,1,3,2,7,24,83.71,999,27,NE,127,0.8,1.6
40157,2014,8,1,4,2,4,25,94.25,999,26,NE,133,1.9,3.5
40159,2014,8,1,6,2,9,25,88.86,999,27,NE,142,5.6,5.6
40161,2014,8,1,8,2,8,25,94.25,999,26,NE,153,5.6,16
40162,2014,8,1,9,2,10,25,94.25,999,26,NE,160,1.5,17.5
40163,2014,8,1,10,2,7,25,94.25,999,26,NE,168,2.9,20.4
40164,2014,8,1,11,2,8,25,94.25,998,26,NE,175,1.9,22.3
40165,2014,8,1,12,2,14,25,94.25,998,26,NE,182,0.1,22.4
40166,2014,8,1,13,2,18,25,94.25,998,26,NE,189,1.1,23.5
40167,2014,8,1,14,2,17,24,88.78,997,26,NE,197,0,0
40168,2014,8,1,15,2,21,24,83.71,997,27,NE,206,0,0
40169,2014,8,1,16,2,20,24,83.71,997,27,NE,213,0.6,0.6
40170,2014,8,1,17,2,21,24,83.71,997,27,NE,221,0.4,1
40171,2014,8,1,18,2,22,24,88.78,996,26,NE,228,0.3,1.3
40172,2014,8,1,19,2,24,24,88.78,997,26,NE,234,0,0
40173,2014,8,1,20,2,20,24,88.78,996,26,NE,240,0,0
40174,2014,8,1,21,2,22,24,88.78,997,26,NE,247,0,0
40175,2014,8,1,22,2,19,24,83.71,996,27,NE,254,0,0
40176,2014,8,1,23,2,21,23,78.82,996,27,NE,262,0,0
40178,2014,8,2,1,2,15,23,83.6,995,26,NE,9,0.9,1.2
40179,2014,8,2,2,2,12,24,88.78,994,26,NW,8,2.3,3.5
40180,2014,8,2,3,2,8,24,94.2,994,25,NW,16,0.6,4.1
40181,2014,8,2,4,2,7,24,94.2,994,25,NW,25,1.1,5.2
40182,2014,8,2,5,2,8,24,94.2,994,25,NW,32,1.3,6.5
40183,2014,8,2,6,2,11,24,94.2,995,25,NW,40,0.8,7.3
40185,2014,8,2,8,2,13,24,88.78,995,26,NW,57,0.1,7.9
40186,2014,8,2,9,2,17,25,88.86,995,27,NW,64,0.1,8
40187,2014,8,2,10,2,15,25,88.86,995,27,NW,72,0.6,8.6
40188,2014,8,2,11,2,19,25,94.25,995,26,NW,81,0.1,8.7
40189,2014,8,2,12,2,15,25,88.86,996,27,NW,89,0,0
40190,2014,8,2,13,2,18,25,83.82,995,28,NW,96,1.9,1.9
40191,2014,8,2,14,2,15,24,88.78,995,26,NW,106,0,0
40192,2014,8,2,15,2,16,26,88.94,995,28,NW,114,0,0
40193,2014,8,2,16,2,22,25,79.11,995,29,NW,123,0,0
40194,2014,8,2,17,2,32,24,74.52,995,29,NW,130,0,0
40195,2014,8,2,18,2,22,24,74.52,996,29,NW,137,0,0
40196,2014,8,2,19,2,25,24,74.52,997,29,NW,142,0,0
40197,2014,8,2,20,2,24,23,74.35,997,28,NW,148,0,0
40198,2014,8,2,21,2,27,25,83.82,998,28,NW,152,0,0
40199,2014,8,2,22,2,32,24,83.71,998,27,NW,156,0,0
40200,2014,8,2,23,2,42,24,83.71,998,27,NW,161,0,0
40201,2014,8,3,0,2,48,25,94.25,998,26,SW,4,0,0
40202,2014,8,3,1,2,54,24,83.71,998,27,NW,4,0,0
40203,2014,8,3,2,2,51,25,88.86,998,27,NW,9,0,0
40204,2014,8,3,3,2,57,25,88.86,999,27,NW,14,0,0
40205,2014,8,3,4,2,58,25,88.86,999,27,NW,18,0,0
40206,2014,8,3,5,2,65,25,88.86,999,27,NW,22,0.1,0.1
40207,2014,8,3,6,2,66,25,88.86,1000,27,SW,4,0,0
40209,2014,8,3,8,2,71,25,79.11,1000,29,NW,6,0,0
40210,2014,8,3,9,2,76,25,74.69,1000,30,NW,13,0,0
40211,2014,8,3,10,2,81,26,74.85,1000,31,NW,19,0,0
40212,2014,8,3,11,2,75,26,66.86,1000,33,NW,26,0,0
40213,2014,8,3,12,2,66,25,63.01,1000,33,NW,33,0,0
40214,2014,8,3,13,2,76,24,59.36,999,33,NW,41,0,0
40215,2014,8,3,14,2,56,24,56.14,999,34,NW,47,0,0
40216,2014,8,3,15,2,45,24,56.14,999,34,NW,52,0,0
40217,2014,8,3,16,2,51,24,56.14,999,34,NE,4,0,0
40218,2014,8,3,17,2,50,24,59.36,999,33,NE,8,0,0
40219,2014,8,3,18,2,46,24,62.79,999,32,NE,11,0,0
40220,2014,8,3,19,2,49,24,59.36,1000,33,NE,14,0,0
40221,2014,8,3,20,2,50,26,74.85,1001,31,SE,4,0,0
40222,2014,8,3,21,2,48,25,74.69,1002,30,SE,8,0,0
40223,2014,8,3,22,2,51,25,74.69,1002,30,SE,12,0,0
40224,2014,8,3,23,2,67,25,79.11,1002,29,SE,16,0,0
40226,2014,8,4,1,2,87,25,79.11,1002,29,SE,21,0,0
40227,2014,8,4,2,2,82,25,83.82,1001,28,SE,24,0,0
40228,2014,8,4,3,2,86,25,83.82,1001,28,SW,1,0,0
40229,2014,8,4,4,2,76,26,88.94,1002,28,SW,2,0,0
40230,2014,8,4,5,2,68,26,88.94,1002,28,SW,4,0,0
40231,2014,8,4,6,2,67,26,88.94,1002,28,cv,0,0,0
40233,2014,8,4,8,2,85,26,66.86,1003,33,cv,1,0,0
40234,2014,8,4,9,2,85,25,59.59,1003,34,SW,3,0,0
40235,2014,8,4,10,2,87,25,56.38,1003,35,SW,5,0,0
40236,2014,8,4,11,2,98,24,53.11,1002,35,SW,8,0,0
40237,2014,8,4,12,2,82,24,50.27,1002,36,NW,2,0,0
40238,2014,8,4,13,2,80,23,44.82,1002,37,SE,2,0,0
40239,2014,8,4,14,2,100,24,47.6,1001,37,SW,3,0,0
40240,2014,8,4,15,2,81,25,53.36,1001,36,NE,4,0,0
40241,2014,8,4,16,2,66,26,70.73,1001,32,SE,3,0,0
40242,2014,8,4,17,2,57,26,66.86,1001,33,SE,6,0,0
40243,2014,8,4,18,2,49,25,63.01,1002,33,SE,10,0,0
40244,2014,8,4,19,2,50,25,66.66,1002,32,SE,14,0,0
40245,2014,8,4,20,2,60,26,70.73,1003,32,SE,19,0,0
40246,2014,8,4,21,2,51,26,74.85,1004,31,SE,23,0,0
40247,2014,8,4,22,2,50,26,79.25,1003,30,SE,26,0,0
40248,2014,8,4,23,2,57,26,79.25,1003,30,SE,28,0,0
40249,2014,8,5,0,2,55,26,83.94,1003,29,SE,30,0,0
40250,2014,8,5,1,2,53,26,83.94,1003,29,SE,33,0,0
40251,2014,8,5,2,2,45,26,83.94,1003,29,SE,36,0,0
40252,2014,8,5,3,2,42,26,88.94,1003,28,SE,39,0,0
40253,2014,8,5,4,2,37,26,88.94,1003,28,SE,43,0,0
40254,2014,8,5,5,2,33,26,88.94,1003,28,SE,46,0,0
40255,2014,8,5,6,2,29,26,88.94,1004,28,SE,50,0,0
40257,2014,8,5,8,2,35,26,79.25,1004,30,SE,57,0,0
40258,2014,8,5,9,2,38,26,74.85,1004,31,SE,59,0,0
40259,2014,8,5,10,2,37,26,66.86,1004,33,SE,61,0,0
40260,2014,8,5,11,2,42,26,66.86,1004,33,SE,64,0,0
40261,2014,8,5,12,2,49,26,63.23,1004,34,cv,2,0,0
40262,2014,8,5,13,2,49,25,53.36,1003,36,SE,3,0,0
40263,2014,8,5,14,2,45,25,53.36,1002,36,SE,7,0,0
40264,2014,8,5,15,2,45,25,53.36,1002,36,SE,12,0,0
40266,2014,8,5,17,2,44,26,59.82,1002,35,SE,22,0,0
40267,2014,8,5,18,2,42,25,63.01,1002,33,SE,27,0,0
40268,2014,8,5,19,2,47,26,70.73,1003,32,SE,32,0,0
40269,2014,8,5,20,2,45,26,74.85,1004,31,SE,37,0,0
40270,2014,8,5,21,2,34,26,79.25,1005,30,SE,41,0,0
40271,2014,8,5,22,2,20,25,74.69,1005,30,SE,46,0,0
40272,2014,8,5,23,2,14,25,79.11,1004,29,SE,51,0,0
40274,2014,8,6,1,2,15,26,88.94,1003,28,SE,60,0,0
40275,2014,8,6,2,2,19,26,88.94,1003,28,SE,65,0,0
40276,2014,8,6,3,2,12,25,83.82,1003,28,SE,69,0,0
40277,2014,8,6,4,2,13,25,83.82,1003,28,SE,72,0,0
40278,2014,8,6,5,2,15,25,83.82,1003,28,SE,75,0,0
40279,2014,8,6,6,2,19,25,83.82,1003,28,SE,77,0,0
40280,2014,8,6,7,2,19,26,83.94,1003,29,SE,80,0,0
40281,2014,8,6,8,2,26,26,79.25,1003,30,SE,84,0,0
40282,2014,8,6,9,2,33,26,70.73,1004,32,SW,3,0,0
40283,2014,8,6,10,2,44,27,67.06,1004,34,SW,5,0,0
40284,2014,8,6,11,2,56,26,63.23,1003,34,cv,2,0,0
40285,2014,8,6,12,2,62,26,59.82,1003,35,SW,4,0,0
40286,2014,8,6,13,2,56,26,59.82,1002,35,SW,10,0,0
40287,2014,8,6,14,2,47,26,66.86,1002,33,SE,3,0,0
40288,2014,8,6,15,2,41,26,66.86,1001,33,SE,9,0,0
40289,2014,8,6,16,2,38,26,63.23,1001,34,SE,15,0,0
40291,2014,8,6,18,2,30,25,66.66,1002,32,SE,25,0,0
40292,2014,8,6,19,2,28,26,74.85,1003,31,SE,29,0,0
40293,2014,8,6,20,2,20,25,74.69,1004,30,SE,35,0,0
40294,2014,8,6,21,2,16,25,79.11,1004,29,SE,39,0,0
40295,2014,8,6,22,2,16,25,79.11,1004,29,SE,43,0,0
40296,2014,8,6,23,2,15,25,79.11,1004,29,SE,47,0,0
40297,2014,8,7,0,2,15,25,79.11,1004,29,SE,52,0,0
40298,2014,8,7,1,2,12,25,83.82,1003,28,SE,56,0,0
40299,2014,8,7,2,2,14,25,83.82,1002,28,SE,60,0,0
40300,2014,8,7,3,2,12,26,88.94,1002,28,SE,64,0,0
40301,2014,8,7,4,2,13,25,83.82,1002,28,SE,67,0,0
40302,2014,8,7,5,2,13,25,83.82,1002,28,SE,71,0,0
40303,2014,8,7,6,2,13,25,83.82,1002,28,SE,75,0,0
40304,2014,8,7,7,2,15,26,83.94,1003,29,SE,79,0,0
40306,2014,8,7,9,2,19,25,70.54,1003,31,SE,87,0,0
40307,2014,8,7,10,2,22,25,66.66,1003,32,SE,92,0,0
40308,2014,8,7,11,2,23,24,59.36,1003,33,SE,96,0,0
40309,2014,8,7,12,2,26,25,63.01,1002,33,SE,100,0,0
40310,2014,8,7,13,2,23,25,59.59,1001,34,SE,105,0,0
40311,2014,8,7,14,2,20,25,59.59,1001,34,SE,110,0,0
40313,2014,8,7,16,2,16,24,59.36,1000,33,SE,121,0,0
40315,2014,8,7,18,2,17,25,70.54,1001,31,SE,132,0,0
40316,2014,8,7,19,2,29,25,74.69,1002,30,SE,137,0,0
40317,2014,8,7,20,2,40,25,74.69,1002,30,SE,142,0,0
40318,2014,8,7,21,2,37,25,79.11,1003,29,SE,147,0,0
40319,2014,8,7,22,2,29,24,74.52,1003,29,SE,152,0,0
40320,2014,8,7,23,2,24,24,74.52,1003,29,SE,157,0,0
40322,2014,8,8,1,2,22,25,83.82,1002,28,SE,164,0,0
40323,2014,8,8,2,2,20,25,83.82,1002,28,SE,169,0,0
40324,2014,8,8,3,2,20,25,83.82,1002,28,SE,173,0,0
40325,2014,8,8,4,2,20,25,83.82,1002,28,SE,176,0,0
40326,2014,8,8,5,2,21,25,83.82,1002,28,NE,4,0,0
40327,2014,8,8,6,2,21,25,83.82,1002,28,SE,4,0,0
40328,2014,8,8,7,2,23,25,83.82,1002,28,NE,4,0,0
40329,2014,8,8,8,2,21,26,88.94,1003,28,SE,5,0,0
40330,2014,8,8,9,2,18,26,88.94,1003,28,SE,8,0.1,0.1
40331,2014,8,8,10,2,20,26,94.29,1004,27,SE,11,0.1,0.2
40332,2014,8,8,11,2,24,26,94.29,1004,27,SE,13,0.4,0.6
40333,2014,8,8,12,2,27,26,88.94,1002,28,SE,15,0.4,1
40334,2014,8,8,13,2,31,26,83.94,1002,29,SW,2,0,0
40335,2014,8,8,14,2,28,25,88.86,1002,27,NW,3,0.3,0.3
40336,2014,8,8,15,2,29,25,88.86,1002,27,NE,2,29.2,29.5
40337,2014,8,8,16,2,25,26,94.29,1002,27,NE,4,10.4,39.9
40338,2014,8,8,17,2,26,25,88.86,1002,27,NE,6,0.5,40.4
40339,2014,8,8,18,2,33,25,88.86,1002,27,SW,2,4.9,45.3
40340,2014,8,8,19,2,33,24,88.78,1003,26,NE,1,7.9,53.2
40341,2014,8,8,20,2,30,25,94.25,1003,26,SW,1,1.9,55.1
40342,2014,8,8,21,2,36,25,94.25,1004,26,cv,1,0,0
40343,2014,8,8,22,2,32,25,94.25,1004,26,NE,2,0.1,0.1
40344,2014,8,8,23,2,28,25,94.25,1004,26,NE,4,2.3,2.4
40345,2014,8,9,0,2,29,25,94.25,1004,26,SE,2,0.5,2.9
40346,2014,8,9,1,2,27,25,94.25,1004,26,SE,4,0,0
40347,2014,8,9,2,2,26,25,94.25,1003,26,SE,6,0,0
40348,2014,8,9,3,2,33,25,94.25,1003,26,SW,2,0,0
40349,2014,8,9,4,2,34,25,94.25,1003,26,SW,3,0,0
40350,2014,8,9,5,2,28,25,94.25,1003,26,NW,1,0,0
40351,2014,8,9,6,2,31,25,94.25,1003,26,SW,1,0,0
40352,2014,8,9,7,2,34,25,94.25,1003,26,cv,0,0,0
40353,2014,8,9,8,2,32,25,94.25,1004,26,NW,2,0,0
40354,2014,8,9,9,2,29,25,88.86,1004,27,NW,4,0.2,0.2
40355,2014,8,9,10,2,28,24,83.71,1004,27,NE,2,0,0
40356,2014,8,9,11,2,24,25,88.86,1004,27,NE,6,0,0
40357,2014,8,9,12,2,21,24,88.78,1004,26,NE,9,0.6,0.6
40358,2014,8,9,13,2,25,24,88.78,1004,26,NE,11,1.1,1.7
40359,2014,8,9,14,2,24,24,88.78,1003,26,NE,13,0.3,2
40360,2014,8,9,15,2,30,25,94.25,1003,26,NE,15,0,0
40361,2014,8,9,16,2,23,24,83.71,1003,27,SE,2,0,0
40362,2014,8,9,17,2,22,24,83.71,1002,27,NE,2,0,0
40363,2014,8,9,18,2,25,24,83.71,1003,27,SW,2,0,0
40364,2014,8,9,19,2,31,24,83.71,1003,27,cv,0,0.2,0.2
40365,2014,8,9,20,2,35,25,94.25,1003,26,NE,1,0,0
40366,2014,8,9,21,2,38,24,88.78,1004,26,SE,1,0.1,0.1
40367,2014,8,9,22,2,38,24,88.78,1003,26,SW,1,0,0
40368,2014,8,9,23,2,43,24,88.78,1003,26,SE,1,0,0
40370,2014,8,10,1,2,40,25,94.25,1002,26,SW,1,0,0
40371,2014,8,10,2,2,44,25,94.25,1002,26,SW,3,0.1,0.1
40372,2014,8,10,3,2,59,25,94.25,1002,26,NW,4,0.3,0.4
40373,2014,8,10,4,2,51,24,94.2,1003,25,NW,9,0,0
40374,2014,8,10,5,2,58,24,94.2,1003,25,NW,14,0,0
