No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
49482,2015,8,24,17,2,22,94.12,1001,23,NE,46,0,0
49483,2015,8,24,18,2,22,94.12,1001,23,NW,6,0,0
49484,2015,8,24,19,2,21,88.54,1002,23,NW,12,0,0
49485,2015,8,24,20,2,21,88.54,1003,23,NW,17,0,0
49486,2015,8,24,21,2,21,88.54,1003,23,NW,22,0,0
49487,2015,8,24,22,2,21,88.54,1003,23,NW,28,0,0
49488,2015,8,24,23,2,22,94.12,1003,23,NW,33,0,0
49489,2015,8,25,0,2,21,88.54,1003,23,NW,39,0,0
49490,2015,8,25,1,2,21,88.54,1003,23,NW,45,0,0
49491,2015,8,25,2,2,21,94.07,1003,22,NW,50,0,0
49492,2015,8,25,3,2,21,94.07,1003,22,NW,54,0,0
49496,2015,8,25,7,2,22,94.12,1004,23,NW,68,0,0
49497,2015,8,25,8,2,22,88.62,1004,24,NW,73,0,0
49498,2015,8,25,9,2,22,78.68,1005,26,NW,79,0,0
49499,2015,8,25,10,2,22,74.19,1005,27,NW,86,0,0
49500,2015,8,25,11,2,21,69.79,1005,27,NW,93,0,0
49501,2015,8,25,12,2,20,61.9,1005,28,NW,100,0.1,0.1
49502,2015,8,25,13,2,21,58.65,1004,30,NW,107,0,0
49503,2015,8,25,14,2,20,55.15,1004,30,NW,115,0,0
49504,2015,8,25,15,2,21,62.13,1004,29,NW,122,0,0
49505,2015,8,25,16,2,21,62.13,1004,29,NW,129,0,0
49506,2015,8,25,17,2,20,58.42,1005,29,NW,137,0,0
49507,2015,8,25,18,2,20,61.9,1005,28,NW,142,0,0
49508,2015,8,25,19,2,21,74.02,1006,26,NE,5,0,0
49509,2015,8,25,20,2,20,73.84,1007,25,NW,4,0,0
49510,2015,8,25,21,2,21,78.53,1007,25,NW,9,0,0
49511,2015,8,25,22,2,22,88.62,1008,24,NE,3,0,0
49512,2015,8,25,23,2,21,83.37,1008,24,NE,6,0,0
49513,2015,8,26,0,2,21,88.54,1008,23,NW,2,0,0
49517,2015,8,26,4,2,22,94.12,1008,23,NW,11,0,0
49520,2015,8,26,7,2,22,88.62,1009,24,NW,17,0,0
49522,2015,8,26,9,2,22,74.19,1010,27,SW,2,0,0
49523,2015,8,26,10,2,23,78.82,1010,27,NW,3,0,0
49524,2015,8,26,11,2,22,69.98,1010,28,NW,6,0,0
49525,2015,8,26,12,2,22,66.04,1009,29,NW,10,0,0
49526,2015,8,26,13,2,22,58.89,1009,31,NW,13,0,0
49527,2015,8,26,14,2,21,58.65,1008,30,NW,16,0,0
49528,2015,8,26,15,2,22,62.35,1008,30,SW,5,0,0
49529,2015,8,26,16,2,21,58.65,1007,30,SW,9,0,0
49530,2015,8,26,17,2,19,54.9,1007,29,NW,5,0,0
49545,2015,8,27,8,2,23,78.82,1010,27,NW,2,0,0
49546,2015,8,27,9,2,22,66.04,1010,29,NW,5,0,0
49547,2015,8,27,10,2,21,58.65,1010,30,NW,7,0,0
49548,2015,8,27,11,2,22,55.65,1009,32,cv,3,0,0
49549,2015,8,27,12,2,20,52.09,1009,31,NW,4,0,0
49550,2015,8,27,13,2,20,49.22,1008,32,SW,5,0,0
49551,2015,8,27,14,2,18,43.46,1008,32,NW,4,0,0
49552,2015,8,27,15,2,21,55.4,1007,31,NW,8,0,0
49553,2015,8,27,16,2,21,55.4,1007,31,NW,12,0,0
49554,2015,8,27,17,2,21,58.65,1007,30,NW,16,0,0
49555,2015,8,27,18,2,20,55.15,1007,30,NW,20,0,0
49556,2015,8,27,19,2,19,54.9,1008,29,NW,21,0,0
49557,2015,8,27,20,2,21,65.83,1008,28,SE,3,0,0
49558,2015,8,27,21,2,21,69.79,1009,27,SE,6,0,0
49559,2015,8,27,22,2,21,69.79,1010,27,NE,3,0,0
49560,2015,8,27,23,2,21,69.79,1009,27,SE,2,0,0
49564,2015,8,28,3,2,23,88.7,1008,25,NW,2,0,0
49567,2015,8,28,6,2,22,88.62,1008,24,NW,4,0,0
49569,2015,8,28,8,2,23,78.82,1009,27,NW,3,0,0
49570,2015,8,28,9,2,22,69.98,1009,28,NE,3,0,0
49571,2015,8,28,10,2,22,66.04,1009,29,NE,5,0,0
49572,2015,8,28,11,2,22,62.35,1009,30,NE,8,0,0
49573,2015,8,28,12,2,20,52.09,1008,31,NE,10,0,0
49574,2015,8,28,13,2,21,55.4,1008,31,NW,2,0,0
49575,2015,8,28,14,2,21,58.65,1007,30,NE,3,0,0
49576,2015,8,28,15,2,21,58.65,1007,30,NE,7,0,0
49577,2015,8,28,16,2,21,58.65,1007,30,SE,4,15.4,15.4
49579,2015,8,28,18,2,23,88.7,1007,25,NE,9,0,0
49580,2015,8,28,19,2,24,88.78,1007,26,SE,2,0,0
49582,2015,8,28,21,2,23,83.6,1009,26,NE,7,0,0
49583,2015,8,28,22,2,23,83.6,1008,26,NE,10,0,0
49584,2015,8,28,23,2,23,83.6,1008,26,NE,13,0,0
49585,2015,8,29,0,2,23,83.6,1008,26,SE,3,0,0
49591,2015,8,29,6,2,23,88.7,1007,25,NE,1,0,0
49592,2015,8,29,7,2,24,88.78,1007,26,NE,3,0,0
49593,2015,8,29,8,2,24,83.71,1008,27,NE,5,0,0
49594,2015,8,29,9,2,23,74.35,1008,28,NE,7,0,0
49595,2015,8,29,10,2,23,70.17,1008,29,NE,11,0,0
49596,2015,8,29,11,2,21,58.65,1008,30,NE,15,0,0
49597,2015,8,29,12,2,21,62.13,1007,29,NE,20,0,0
49598,2015,8,29,13,2,22,62.35,1007,30,NE,25,0.1,0.1
49599,2015,8,29,14,2,22,83.48,1007,25,NE,32,0.9,1
49600,2015,8,29,15,2,23,83.6,1007,26,SE,4,0.1,1.1
49601,2015,8,29,16,2,23,74.35,1006,28,NE,4,0,0
49602,2015,8,29,17,2,23,74.35,1006,28,NE,7,0,0
49603,2015,8,29,18,2,22,74.19,1007,27,NE,11,0,0
49604,2015,8,29,19,2,22,74.19,1007,27,NE,14,0,0
49605,2015,8,29,20,2,22,78.68,1008,26,NE,18,0,0
49607,2015,8,29,22,2,22,78.68,1008,26,NE,24,0,0
49608,2015,8,29,23,2,22,83.48,1008,25,SE,2,0,0
49611,2015,8,30,2,2,23,88.7,1008,25,NE,2,0,0
49612,2015,8,30,3,2,23,88.7,1008,25,NE,4,0,0
49616,2015,8,30,7,2,22,83.48,1009,25,NE,10,0,0
49617,2015,8,30,8,2,22,78.68,1009,26,NE,12,0,0
49618,2015,8,30,9,2,22,74.19,1010,27,NE,14,0,0
49619,2015,8,30,10,2,21,62.13,1010,29,NE,17,0,0
49620,2015,8,30,11,2,22,62.35,1009,30,NE,21,0,0
49621,2015,8,30,12,2,20,52.09,1009,31,NE,24,0,0
49622,2015,8,30,13,2,20,52.09,1009,31,NE,28,0,0
49623,2015,8,30,14,2,19,48.96,1008,31,NE,32,0,0
49624,2015,8,30,15,2,20,55.15,1008,30,NE,36,0,0
49625,2015,8,30,16,2,20,55.15,1007,30,NE,40,0,0
49626,2015,8,30,17,2,20,58.42,1008,29,NE,45,0,0
49627,2015,8,30,18,2,20,61.9,1008,28,NE,50,0,0
49628,2015,8,30,19,2,20,61.9,1008,28,NE,54,0,0
49629,2015,8,30,20,2,21,69.79,1009,27,SE,3,0,0
49630,2015,8,30,21,2,22,78.68,1010,26,NE,3,0,0
49633,2015,8,31,0,2,22,83.48,1010,25,SE,7,0,0
49640,2015,8,31,7,2,23,83.6,1010,26,NE,2,0,0
49641,2015,8,31,8,2,23,78.82,1010,27,NE,4,0,0
49642,2015,8,31,9,2,21,65.83,1010,28,NE,7,0,0
49643,2015,8,31,10,2,21,62.13,1010,29,NE,11,0,0
49644,2015,8,31,11,2,21,62.13,1010,29,NE,15,0,0
49645,2015,8,31,12,2,21,58.65,1010,30,SE,5,0,0
49646,2015,8,31,13,2,20,58.42,1009,29,NE,5,0,0
49647,2015,8,31,14,2,21,58.65,1009,30,SE,5,0,0
49648,2015,8,31,15,2,20,55.15,1008,30,NE,3,0,0
49649,2015,8,31,16,2,20,55.15,1008,30,SE,4,0,0
49650,2015,8,31,17,2,20,58.42,1008,29,SE,8,0,0
49651,2015,8,31,18,2,21,65.83,1008,28,SE,12,0,0
49652,2015,8,31,19,2,20,65.62,1009,27,SE,17,0,0
49653,2015,8,31,20,2,21,69.79,1009,27,SE,21,0,0
49654,2015,8,31,21,2,21,74.02,1009,26,SE,25,0,0
49656,2015,8,31,23,2,22,83.48,1010,25,SE,31,0,0
49657,2015,9,1,0,3,22,83.48,1009,25,SE,34,0,0
49661,2015,9,1,4,3,21,83.37,1009,24,SE,44,0,0
49663,2015,9,1,6,3,22,88.62,1009,24,SE,48,0,0
49667,2015,9,1,10,3,22,62.35,1009,30,SE,60,0,0
49668,2015,9,1,11,3,21,58.65,1009,30,SE,63,0,0
49669,2015,9,1,12,3,21,55.4,1008,31,SE,64,0,0
49670,2015,9,1,13,3,22,58.89,1008,31,cv,2,0,0
49671,2015,9,1,14,3,21,55.4,1008,31,SE,4,0,0
49672,2015,9,1,15,3,22,58.89,1007,31,SE,10,0,0
49673,2015,9,1,16,3,21,58.65,1008,30,SE,16,0,0
49674,2015,9,1,17,3,21,58.65,1008,30,SE,21,0,0
49675,2015,9,1,18,3,21,62.13,1008,29,SE,25,0,0
49676,2015,9,1,19,3,22,69.98,1008,28,SE,29,0,0
49677,2015,9,1,20,3,22,74.19,1009,27,SE,33,0,0
49678,2015,9,1,21,3,22,74.19,1010,27,SE,36,0,0
49679,2015,9,1,22,3,23,83.6,1010,26,SE,38,0,0
49680,2015,9,1,23,3,23,83.6,1010,26,NE,3,0,0
49681,2015,9,2,0,3,23,83.6,1010,26,SE,3,0,0
49682,2015,9,2,1,3,24,88.78,1010,26,SE,5,0,0
49683,2015,9,2,2,3,24,88.78,1010,26,SE,7,0,0
49688,2015,9,2,7,3,24,88.78,1011,26,NW,3,0,0
49689,2015,9,2,8,3,24,88.78,1011,26,NW,6,0,0
49690,2015,9,2,9,3,24,78.97,1011,28,NW,9,0,0
49691,2015,9,2,10,3,24,74.52,1011,29,NE,2,0,0
49692,2015,9,2,11,3,24,66.45,1011,31,NW,3,0,0
49693,2015,9,2,12,3,23,62.57,1011,31,NW,8,0,0
49694,2015,9,2,13,3,22,55.65,1010,32,NW,14,0,0
49695,2015,9,2,14,3,22,55.65,1010,32,NW,19,0,0
49696,2015,9,2,15,3,21,55.4,1010,31,NW,22,0,0
49697,2015,9,2,16,3,20,52.09,1010,31,NW,25,0,0
49698,2015,9,2,17,3,22,66.04,1010,29,SE,4,0,0
49699,2015,9,2,18,3,22,69.98,1010,28,SE,8,0,0
49700,2015,9,2,19,3,22,69.98,1011,28,SE,10,0,0
49706,2015,9,3,1,3,23,83.6,1012,26,NW,2,0,0
49707,2015,9,3,2,3,21,78.53,1012,25,NW,6,0,0
49708,2015,9,3,3,3,22,88.62,1012,24,NW,11,0,0
49709,2015,9,3,4,3,20,78.39,1012,24,NW,15,0,0
49710,2015,9,3,5,3,20,83.25,1012,23,NW,18,0,0
49711,2015,9,3,6,3,20,83.25,1013,23,NW,21,0,0
49712,2015,9,3,7,3,19,69.4,1013,25,NW,25,0,0
49713,2015,9,3,8,3,20,69.6,1013,26,NW,30,0,0
49714,2015,9,3,9,3,19,58.17,1014,28,NW,36,0,0
49715,2015,9,3,10,3,19,54.9,1014,29,NW,40,0,0
49716,2015,9,3,11,3,19,54.9,1014,29,NE,3,0,0
49717,2015,9,3,12,3,20,55.15,1013,30,NW,4,0,0
49718,2015,9,3,13,3,19,48.96,1013,31,NW,7,0,0
49719,2015,9,3,14,3,20,49.22,1013,32,cv,3,0,0
49720,2015,9,3,15,3,18,45.99,1012,31,cv,6,0,0
49721,2015,9,3,16,3,18,45.99,1012,31,NE,3,0,0
49722,2015,9,3,17,3,18,51.57,1012,29,NE,6,0,0
49723,2015,9,3,18,3,18,51.57,1012,29,NE,8,0,0
49724,2015,9,3,19,3,21,65.83,1013,28,SE,3,0,0
49725,2015,9,3,20,3,21,65.83,1014,28,SE,6,0,0
49726,2015,9,3,21,3,21,69.79,1014,27,SE,9,0,0
49727,2015,9,3,22,3,22,78.68,1014,26,SE,12,0,0
49728,2015,9,3,23,3,22,78.68,1014,26,SE,14,0,0
49729,2015,9,4,0,3,22,78.68,1014,26,SE,16,0,0
49730,2015,9,4,1,3,22,78.68,1014,26,SE,18,0,0
49735,2015,9,4,6,3,21,78.53,1013,25,NE,3,0,0
49736,2015,9,4,7,3,21,74.02,1013,26,SE,4,0,0
49737,2015,9,4,8,3,20,65.62,1013,27,SE,8,0,0
49738,2015,9,4,9,3,20,58.42,1013,29,SE,12,0,0
49739,2015,9,4,10,3,20,55.15,1013,30,SE,16,0,0
49740,2015,9,4,11,3,21,55.4,1012,31,SE,20,0,0
49741,2015,9,4,12,3,21,55.4,1012,31,SE,25,0,0
49742,2015,9,4,13,3,21,55.4,1011,31,SE,29,0,0
49743,2015,9,4,14,3,21,55.4,1011,31,SE,34,0,0
49744,2015,9,4,15,3,22,58.89,1010,31,SE,39,0,0
49745,2015,9,4,16,3,22,62.35,1010,30,SE,45,0,0
49747,2015,9,4,18,3,22,69.98,1009,28,SE,55,0,0
49751,2015,9,4,22,3,22,74.19,1010,27,SE,76,0,0
49752,2015,9,4,23,3,23,78.82,1009,27,SE,82,0.2,0.2
49753,2015,9,5,0,3,23,83.6,1009,26,SE,86,1.3,1.5
49754,2015,9,5,1,3,24,94.2,1008,25,SW,3,0.2,1.7
49755,2015,9,5,2,3,25,100,1007,25,SE,4,0.2,1.9
49756,2015,9,5,3,3,24,94.2,1006,25,SE,7,0.8,2.7
49758,2015,9,5,5,3,25,94.25,1005,26,SW,2,0,0
49759,2015,9,5,6,3,25,94.25,1005,26,SW,5,0,0
49761,2015,9,5,8,3,25,94.25,1005,26,SW,11,0.9,0.9
49762,2015,9,5,9,3,25,94.25,1006,26,SW,15,2.8,3.7
49763,2015,9,5,10,3,25,94.25,1005,26,SW,21,0.1,3.8
49764,2015,9,5,11,3,25,88.86,1004,27,SW,28,0,0
49765,2015,9,5,12,3,24,78.97,1003,28,NW,9,0,0
49766,2015,9,5,13,3,25,74.69,1003,30,NW,17,0,0
49767,2015,9,5,14,3,25,74.69,1003,30,NW,24,0,0
49768,2015,9,5,15,3,25,74.69,1002,30,NW,30,0,0
49769,2015,9,5,16,3,23,70.17,1002,29,NW,38,0,0
49770,2015,9,5,17,3,22,69.98,1003,28,NW,45,0,0
49771,2015,9,5,18,3,21,69.79,1004,27,NW,51,0,0
49772,2015,9,5,19,3,21,69.79,1004,27,NW,57,0,0
49773,2015,9,5,20,3,21,74.02,1005,26,NW,63,0,0
49774,2015,9,5,21,3,21,74.02,1006,26,NW,68,0,0
49775,2015,9,5,22,3,20,69.6,1006,26,NW,73,0,0
49776,2015,9,5,23,3,21,78.53,1006,25,NW,77,0,0
49777,2015,9,6,0,3,21,83.37,1006,24,NW,82,0,0
49778,2015,9,6,1,3,21,83.37,1006,24,NW,88,0,0
49779,2015,9,6,2,3,21,83.37,1006,24,NW,93,0,0
49780,2015,9,6,3,3,21,83.37,1005,24,NW,97,0,0
49781,2015,9,6,4,3,21,83.37,1005,24,NW,101,0,0
49782,2015,9,6,5,3,21,83.37,1005,24,NW,106,0,0
49783,2015,9,6,6,3,21,88.54,1005,23,NW,111,0,0
49784,2015,9,6,7,3,21,83.37,1006,24,NW,116,0,0
49785,2015,9,6,8,3,21,78.53,1006,25,NW,122,0,0
49786,2015,9,6,9,3,21,74.02,1007,26,NW,128,0,0
49787,2015,9,6,10,3,22,74.19,1007,27,NW,134,0,0
49788,2015,9,6,11,3,21,65.83,1007,28,NW,140,0,0
49789,2015,9,6,12,3,22,66.04,1006,29,NW,147,0,0
49790,2015,9,6,13,3,21,58.65,1006,30,NW,153,0,0
49791,2015,9,6,14,3,20,52.09,1005,31,NW,159,0,0
49792,2015,9,6,15,3,21,58.65,1005,30,NW,164,0,0
49793,2015,9,6,16,3,21,62.13,1006,29,NW,171,0,0
49794,2015,9,6,17,3,20,65.62,1006,27,NE,8,0,0
49795,2015,9,6,18,3,21,74.02,1006,26,NE,14,0,0
49796,2015,9,6,19,3,22,83.48,1007,25,NE,18,0,0
49797,2015,9,6,20,3,21,78.53,1008,25,NE,22,0,0
49798,2015,9,6,21,3,22,88.62,1008,24,NE,25,0,0
49799,2015,9,6,22,3,21,83.37,1008,24,NE,29,0,0
49801,2015,9,7,0,3,20,78.39,1009,24,NE,37,0,0
49802,2015,9,7,1,3,20,78.39,1008,24,NE,41,0,0
49803,2015,9,7,2,3,21,88.54,1008,23,NE,44,0,0
49804,2015,9,7,3,3,21,94.07,1008,22,NE,46,0,0
49805,2015,9,7,4,3,20,88.45,1008,22,NE,48,0,0
49806,2015,9,7,5,3,21,88.54,1009,23,NW,3,0,0
49807,2015,9,7,6,3,21,88.54,1010,23,NE,3,0,0
49808,2015,9,7,7,3,21,83.37,1010,24,NE,7,0,0
49809,2015,9,7,8,3,21,83.37,1010,24,NE,12,0,0
49810,2015,9,7,9,3,21,69.79,1011,27,NE,16,0,0
49811,2015,9,7,10,3,21,69.79,1011,27,NW,4,0,0
49812,2015,9,7,11,3,20,61.9,1010,28,NE,4,0,0
49815,2015,9,7,14,3,19,54.9,1009,29,NE,18,0,0
49816,2015,9,7,15,3,19,54.9,1009,29,NE,23,0,0
49817,2015,9,7,16,3,20,65.62,1010,27,NE,29,0,0
49818,2015,9,7,17,3,18,54.65,1010,28,NE,34,0,0
49819,2015,9,7,18,3,18,57.93,1010,27,NE,39,0,0
49820,2015,9,7,19,3,19,65.41,1011,26,NE,45,0,0
49821,2015,9,7,20,3,19,69.4,1012,25,NE,51,0,0
49822,2015,9,7,21,3,20,73.84,1012,25,NE,56,0,0
49823,2015,9,7,22,3,20,73.84,1012,25,NE,60,0,0
49824,2015,9,7,23,3,20,73.84,1012,25,NE,64,0,0
49825,2015,9,8,0,3,19,69.4,1012,25,NE,67,0,0
49826,2015,9,8,1,3,20,78.39,1012,24,NE,69,0,0
49827,2015,9,8,2,3,20,83.25,1012,23,NE,71,0,0
49828,2015,9,8,3,3,20,83.25,1012,23,NE,73,0,0
49829,2015,9,8,4,3,20,78.39,1012,24,NE,77,0,0
49830,2015,9,8,5,3,20,78.39,1012,24,NE,79,0,0
49831,2015,9,8,6,3,20,83.25,1013,23,NE,83,0,0
49832,2015,9,8,7,3,20,69.6,1013,26,NE,85,0,0
49833,2015,9,8,8,3,19,65.41,1013,26,NE,90,0,0
49834,2015,9,8,9,3,18,54.65,1014,28,NE,94,0,0
49835,2015,9,8,10,3,19,58.17,1014,28,NE,99,0,0
49836,2015,9,8,11,3,17,51.31,1013,28,NE,103,0,0
49837,2015,9,8,12,3,17,45.72,1013,30,NE,106,0,0
49838,2015,9,8,13,3,17,45.72,1012,30,NE,110,0,0
49839,2015,9,8,14,3,16,42.9,1012,30,NE,114,0,0
49840,2015,9,8,15,3,17,48.42,1012,29,NE,118,0,0
49841,2015,9,8,16,3,17,48.42,1012,29,NE,122,0,0
49842,2015,9,8,17,3,17,51.31,1012,28,NE,126,0,0
49843,2015,9,8,18,3,19,61.67,1013,27,NE,132,0,0
49844,2015,9,8,19,3,19,65.41,1013,26,NE,137,0,0
49845,2015,9,8,20,3,19,69.4,1014,25,NE,142,0,0
49846,2015,9,8,21,3,19,69.4,1015,25,NE,145,0,0
49847,2015,9,8,22,3,18,65.19,1015,25,NE,149,0,0
49848,2015,9,8,23,3,18,69.2,1015,24,NE,152,0,0
49849,2015,9,9,0,3,18,69.2,1015,24,NE,154,0,0
49850,2015,9,9,1,3,18,69.2,1014,24,NE,157,0,0
49851,2015,9,9,2,3,18,69.2,1014,24,NE,159,0,0
49852,2015,9,9,3,3,18,73.5,1014,23,NE,160,0,0
49853,2015,9,9,4,3,17,69.01,1014,23,NE,162,0,0
49854,2015,9,9,5,3,16,64.76,1014,23,NE,164,0,0
49857,2015,9,9,8,3,17,61.21,1016,25,NE,171,0,0
49858,2015,9,9,9,3,18,57.93,1016,27,NE,175,0,0
49859,2015,9,9,10,3,17,54.39,1016,27,NE,178,0,0
49860,2015,9,9,11,3,16,48.15,1015,28,NE,181,0,0
49861,2015,9,9,12,3,15,42.62,1015,29,NE,184,0,0
49862,2015,9,9,13,3,16,45.44,1014,29,NE,189,0,0
49863,2015,9,9,14,3,16,45.44,1014,29,NE,193,0,0
49864,2015,9,9,15,3,14,39.96,1014,29,NE,198,0,0
49865,2015,9,9,16,3,14,39.96,1014,29,NE,203,0,0
49866,2015,9,9,17,3,15,47.88,1014,27,NE,208,0,0
49867,2015,9,9,18,3,16,54.14,1015,26,NE,214,0,0
49868,2015,9,9,19,3,16,57.44,1015,25,NE,220,0,0
49869,2015,9,9,20,3,16,57.44,1016,25,NE,225,0,0
49870,2015,9,9,21,3,16,60.98,1016,24,NE,229,0,0
49871,2015,9,9,22,3,15,60.74,1017,23,NE,233,0,0
49872,2015,9,9,23,3,16,64.76,1017,23,NE,237,0,0
49873,2015,9,10,0,3,15,60.74,1016,23,NE,240,0,0
49874,2015,9,10,1,3,15,64.54,1016,22,NE,241,0,0
49881,2015,9,10,8,3,17,61.21,1017,25,NW,1,0,0
49882,2015,9,10,9,3,16,54.14,1017,26,cv,2,0,0
49883,2015,9,10,10,3,18,57.93,1016,27,NW,3,0,0
49884,2015,9,10,11,3,18,54.65,1016,28,NE,3,0,0
49885,2015,9,10,12,3,16,51.05,1015,27,NW,4,0,0
49888,2015,9,10,15,3,15,42.62,1013,29,NE,10,0,0
49889,2015,9,10,16,3,15,42.62,1013,29,NW,3,0,0
49890,2015,9,10,17,3,16,48.15,1013,28,NE,5,0,0
49891,2015,9,10,18,3,16,48.15,1013,28,NE,9,0,0
49892,2015,9,10,19,3,17,57.69,1014,26,NE,13,0,0
49893,2015,9,10,20,3,17,61.21,1014,25,NE,16,0,0
49894,2015,9,10,21,3,17,61.21,1015,25,NE,20,0,0
49895,2015,9,10,22,3,18,69.2,1015,24,NE,23,0,0
49897,2015,9,11,0,3,17,64.98,1014,24,NE,28,0,0
49898,2015,9,11,1,3,17,64.98,1013,24,NE,30,0,0
49904,2015,9,11,7,3,19,65.41,1013,26,cv,1,0,0
49905,2015,9,11,8,3,17,57.69,1013,26,SE,2,0,0
49906,2015,9,11,9,3,17,54.39,1013,27,SE,5,0,0
49907,2015,9,11,10,3,18,54.65,1013,28,NW,2,0,0
49908,2015,9,11,11,3,16,45.44,1012,29,SW,2,0,0
49909,2015,9,11,12,3,17,45.72,1012,30,cv,2,0,0
49910,2015,9,11,13,3,16,45.44,1011,29,NW,2,0,0
49911,2015,9,11,14,3,16,42.9,1010,30,SW,3,0,0
49912,2015,9,11,15,3,17,51.31,1010,28,NE,5,0,0
49913,2015,9,11,16,3,17,48.42,1010,29,NE,10,0,0
49914,2015,9,11,17,3,16,48.15,1010,28,NW,4,0,0
49915,2015,9,11,18,3,11,36.87,1011,27,NE,5,0,0
49916,2015,9,11,19,3,10,34.49,1011,27,NE,8,0,0
49917,2015,9,11,20,3,19,65.41,1012,26,SE,4,0,0
49918,2015,9,11,21,3,19,65.41,1013,26,SE,7,0,0
49919,2015,9,11,22,3,19,65.41,1013,26,NE,2,0,0
49921,2015,9,12,0,3,19,69.4,1013,25,NE,9,0,0
49922,2015,9,12,1,3,18,69.2,1013,24,NE,13,0,0
49923,2015,9,12,2,3,19,73.67,1013,24,NE,16,0,0
49924,2015,9,12,3,3,18,69.2,1012,24,NE,18,0,0
49925,2015,9,12,4,3,18,69.2,1013,24,NW,3,0,0
49926,2015,9,12,5,3,19,78.24,1013,23,NW,7,0,0
49927,2015,9,12,6,3,19,78.24,1013,23,NW,10,0,0
49928,2015,9,12,7,3,19,73.67,1013,24,NW,13,0,0
49930,2015,9,12,9,3,20,88.45,1015,22,NW,26,0.6,0.6
49931,2015,9,12,10,3,20,94.03,1015,21,NW,30,0,0
49932,2015,9,12,11,3,20,88.45,1015,22,NW,35,0,0
49933,2015,9,12,12,3,19,78.24,1015,23,NW,42,0,0
49934,2015,9,12,13,3,19,73.67,1015,24,NW,49,0.1,0.1
49935,2015,9,12,14,3,19,83.13,1015,22,NW,56,0.1,0.2
49936,2015,9,12,15,3,16,64.76,1015,23,NW,62,0,0
49937,2015,9,12,16,3,17,69.01,1015,23,NW,67,0,0
49938,2015,9,12,17,3,15,64.54,1015,22,NW,73,0,0
49939,2015,9,12,18,3,15,64.54,1016,22,NW,78,0,0
49940,2015,9,12,19,3,15,68.61,1017,21,NW,82,0,0
49946,2015,9,13,1,3,15,77.64,1018,19,NW,2,0,0
49947,2015,9,13,2,3,15,77.64,1018,19,NW,5,0,0
49948,2015,9,13,3,3,15,77.64,1018,19,NW,10,0,0
49951,2015,9,13,6,3,14,82.52,1019,17,NE,6,0,0
49952,2015,9,13,7,3,14,68.4,1020,20,NE,9,0,0
49953,2015,9,13,8,3,13,53.36,1020,23,NE,14,0,0
49954,2015,9,13,9,3,12,47.05,1020,24,NE,19,0,0
49955,2015,9,13,10,3,11,41.49,1020,25,NE,23,0,0
49956,2015,9,13,11,3,10,38.82,1020,25,NE,25,0,0
49961,2015,9,13,16,3,13,47.33,1017,25,NE,9,0,0
49962,2015,9,13,17,3,12,44.33,1017,25,NE,13,0,0
49967,2015,9,13,22,3,14,56.95,1019,23,NE,33,0,0
49977,2015,9,14,8,3,16,60.98,1019,24,NE,5,0,0
49979,2015,9,14,10,3,16,54.14,1019,26,SE,9,0,0
49980,2015,9,14,11,3,16,51.05,1019,27,SE,13,0,0
49981,2015,9,14,12,3,14,47.61,1018,26,SE,16,0,0
49982,2015,9,14,13,3,16,54.14,1018,26,SE,20,0,0
49983,2015,9,14,14,3,17,57.69,1017,26,SE,23,0,0
49984,2015,9,14,15,3,17,57.69,1017,26,SE,27,0,0
49985,2015,9,14,16,3,17,57.69,1017,26,SE,32,0,0
49986,2015,9,14,17,3,17,61.21,1017,25,SE,37,0,0
49987,2015,9,14,18,3,17,64.98,1017,24,NE,4,0,0
49988,2015,9,14,19,3,16,60.98,1017,24,NE,9,0,0
49989,2015,9,14,20,3,17,64.98,1018,24,NE,13,0,0
49990,2015,9,14,21,3,17,64.98,1018,24,SE,4,0,0
49991,2015,9,14,22,3,17,64.98,1018,24,SE,7,0,0
49994,2015,9,15,1,3,18,69.2,1017,24,SE,2,0,0
49995,2015,9,15,2,3,18,78.09,1017,22,SW,1,0.1,0.1
49998,2015,9,15,5,3,20,94.03,1017,21,cv,1,0.1,0.1
50000,2015,9,15,7,3,20,94.03,1018,21,cv,1,0.2,0.2
50006,2015,9,15,13,3,19,88.37,1016,21,cv,1,0.7,0.7
50007,2015,9,15,14,3,20,94.03,1016,21,cv,2,0.1,0.8
50008,2015,9,15,15,3,19,93.98,1016,20,NE,3,0.1,0.9
50009,2015,9,15,16,3,19,93.98,1016,20,NE,4,0.1,1
50010,2015,9,15,17,3,19,93.98,1016,20,cv,1,0,0
50011,2015,9,15,18,3,19,93.98,1016,20,NE,3,0.3,0.3
50012,2015,9,15,19,3,18,88.28,1016,20,NE,8,0.1,0.4
50013,2015,9,15,20,3,19,93.98,1016,20,NE,11,0,0
50014,2015,9,15,21,3,19,93.98,1016,20,NE,13,0,0
50015,2015,9,15,22,3,19,88.37,1016,21,NE,16,0,0
50016,2015,9,15,23,3,19,88.37,1016,21,NE,17,0,0
50019,2015,9,16,2,3,19,88.37,1015,21,NW,5,0,0
50021,2015,9,16,4,3,19,93.98,1015,20,NW,11,0,0
50022,2015,9,16,5,3,19,88.37,1015,21,NW,14,0,0
50023,2015,9,16,6,3,19,93.98,1015,20,NE,2,0,0
50024,2015,9,16,7,3,20,94.03,1016,21,NE,4,0,0
